reviewId,rating,reviewHeadline,reviewContent,reviewDate
Spice Power 5855,3 stars,Average,Phone display is very good. Good volume. Camera average performance at 1.3MP. Overall design is good. Phone is big in size. Material especially back cover seems to be very light. Keypad also not that good. I ordered Spice Power 5855 Titanium Grey. But received Shining Silver variant. Returning the order. 0 users found this review helpful helpful?,"23 Apr 2016,"
Spice Power 5855,4 stars,Worth every paisa,"Good value for the money. No worries of loosing it, breaking it or phone getting hanged 0 users found this review helpful helpful?","03 Apr 2016,"
Spice Power 5855,3 stars,Looks Good,"->I have ordered titanium grey but received the silver colored mobile. ->Sound quality using earphones is not quite good. As far as looks are concerned, its really awesome to gift someone who don't uses the smart phones. 0 users found this review helpful helpful?","16 Mar 2016,"
Spice Power 5855,2 stars,The seller messed up,Ordered a Titanium Grey colour phone and they delivered a Silver White colour one... I requested a replacement and have to wait for 5 days more..for that and guess what they delivered a Silver White one again..so don't but it from Yash Communication even if they give a good discount or any offer. i ordered it foe my parents but they are ok with it..so... Giving 2 stars for the phone and not to the seller.. will not recommend the seller but will recommend the phone for that budget.. 0 users found this review helpful helpful?,"14 Mar 2016,"
Karbonn Titanium S15 Ultra,1 stars,This is one of the worst product. it hangs a lot,Don't but this product.This is one of the worst product.it hangs a lot.Sim slot is not good 1 users found this review helpful helpful?,"15 Apr 2016,"
Karbonn Titanium S15 Ultra,5 stars,Five Stars,best mobile 1 users found this review helpful helpful?,"18 Mar 2016,"
Karbonn Titanium S15 Ultra,4 stars,Four Stars,Nice mobile its a price 1 users found this review helpful helpful?,"09 Sep 2015,"
Karbonn Titanium S15 Ultra,5 stars,Cool Product.,"Features of this product are good when compared with its price Camera quality is ok. Did not find problem while browsing. Sound is also good. Overall, a very good budget phone. 0 users found this review helpful helpful?","07 Apr 2016,"
Karbonn Titanium S15 Ultra,3 stars,Except poor battery its OK in this price.,Except poor battery its OK in this price. 0 users found this review helpful helpful?,"01 Mar 2016,"
IBall Andi 3.5V Genius2,4 stars,good phone,"good phone in this range, good specifications. only two drawbacks internal storage is low and battery back up is average. otherways perfect phone 0 users found this review helpful helpful?","12 Mar 2016,"
Aqua Mobile Pearl,3 stars,Three Stars,Best mobile 3 users found this review helpful helpful?,"26 Jul 2015,"
Aqua Mobile Pearl,3 stars,AQUA PEARL PHONE,"NOT BAD AT THIS PRICE, ONLY PROLEM IS THAT ITS NAME SEARCH BUTTON IS TOO HARD, CHEAP QUALITY PARTS. I NEED SERVICE 2 users found this review helpful helpful?","09 May 2016,"
Aqua Mobile Pearl,3 stars,Three Stars,Yeah....gud 2 users found this review helpful helpful?,"05 May 2016,"
Aqua Mobile Pearl,1 stars,One Star,"Worst Battery and even took 24 hours for full charge, Not worth full at all 2 users found this review helpful helpful?","12 Apr 2016,"
Aqua Mobile Pearl,1 stars,One Star,voice clarity problem 2 users found this review helpful helpful?,"07 Apr 2016,"
XOLO Black,5 stars,Best Phone,"Nice Phone But Price Is Very Fue .. Pros This Price is Between 8999 to 9999 thats correct... Cons Price is no match for this phone ,,,,Lenova k3 note is 9999 ....... this processer is very fast..... 5 users found this review helpful helpful?","03 Aug 2015,"
XOLO Black,3 stars,bought from flip cart,"Specification good. but some major demerits here. I bought it from flip cart 12999/- on 27th july, the package reaches me. I review it on today 4/8 15. U cant use 2 sims and 1 sd cars. There is one hybrid port for nano sim and sd card and the other for micro sim. 2. non removable battery 3.U have to install all apps like facebook, whats app etc 4.On net surfing, downloading, chating it gives back up 9-10 hr always. I use net by voda-2g, speed good Limited service center, may god dont make u necessary to go there. V-o+dafone 2gb net for 2 month free works Pros back up 9-10 hr always. Cons non removable battery, Limited service center, U cant use 2 sims and 1 sd cars 3 users found this review helpful helpful?","04 Aug 2015,"
XOLO Black,3 stars,battery heating problems,"Everything is fine but battery is bed and very heating problems. I'm currently use d and facing big problems. I have buy from flipkart, pls. Suggest me for Short out my problems. 2 users found this review helpful helpful?","01 Dec 2015,"
XOLO Black,5 stars,awesome phon,In this device no hanging problems & camera is also good 0 users found this review helpful helpful?,"21 Feb 2016,"
XOLO Black,5 stars,best phone under 15000,Best camera and gud battery life no hanging problem overall it is a best phone 0 users found this review helpful helpful?,"30 Nov 2015,"
Adcom X4,2 stars,cdma or gsm phone ?,Is this CDMA phone ?? Tata indicom can be used in this phone ? 0 users found this review helpful helpful?,"17 May 2016,"
Adcom X4,5 stars,accept tata indicom card ?,"Please give me details of Adcom X4 (Lovee) Dual Sim Mobile Description: Dual Sim, Dual Standy/Gsm/900/1800 1. accept tata indicom card ? 0 users found this review helpful helpful?","25 Mar 2016,"
Adcom X4,2 stars,good mobile,"good mobile in low lost music player well,camera is not good,it is one of the budget m,obile,i bought this mobile last 6 months excellent mobile 0 users found this review helpful helpful?","28 Jan 2016,"
Adcom X4,5 stars,NICE PHONE,you can't get better product in this price range. For those who want a basic handset with long battery backup and all necessary feature this is the best phone 0 users found this review helpful helpful?,"20 Jan 2016,"
Adcom X4,5 stars,good phone,very very good phone in this price....................................... thank you adcom..................................... 0 users found this review helpful helpful?,"06 Oct 2015,"
Aqua Mobile Neo,3 stars,Three Stars,over heating 6 users found this review helpful helpful?,"09 May 2016,"
Aqua Mobile Neo,5 stars,Five Stars,Nice product 6 users found this review helpful helpful?,"24 Apr 2016,"
Aqua Mobile Neo,1 stars,bad mobile phone,very bad mobilr phone 6 users found this review helpful helpful?,"07 Apr 2016,"
Aqua Mobile Neo,2 stars,Two Stars,it will reached with a small problem on earphone.....otherwise its ok....and nice 6 users found this review helpful helpful?,"15 Mar 2016,"
Aqua Mobile Neo,5 stars,value for money,Awesome phone 6 users found this review helpful helpful?,"24 Oct 2015,"
Karbonn Aura,4 stars,good..........,mobile is so good and camera not good.... 0 users found this review helpful helpful?,"04 Apr 2016,"
Karbonn Aura,5 stars,very good phone,I wan to order again...because its the best phone amongst the same price..dont fear it to buy 0 users found this review helpful helpful?,"05 Mar 2016,"
Karbonn Aura,1 stars,Poor Quality phone,It gets restarted automatically. Audio quality is poor. Headphones of other phones does not work with this phone. 0 users found this review helpful helpful?,"19 Feb 2016,"
Karbonn Aura,4 stars,good product around 4000 rs,"bought ten days before . happy with the features, look and the camera quality.speaker sound is awesome. must say if you want a Android phn below 4000 this is Awesome. 0 users found this review helpful helpful?","04 Feb 2016,"
Karbonn Aura,4 stars,Good to utilise.,Money worth 0 users found this review helpful helpful?,"17 Jan 2016,"
Micromax Bolt S301,1 stars,i need refund,Worst ..WiFi hot spot not working same problem continues when replacement..i need refund 14 users found this review helpful helpful?,"25 Apr 2016,"
Micromax Bolt S301,5 stars,Five Stars,Micromax is always be best 14 users found this review helpful helpful?,"15 Apr 2016,"
Micromax Bolt S301,3 stars,good,Awsome phone .but back camera verry low quality 14 users found this review helpful helpful?,"06 Apr 2016,"
Micromax Bolt S301,2 stars,i have not satisfied this product because mobile display is very small,i have not satisfied this product because mobile display is very small. Amazon add is 4.5 inch display but i received full mobile 4.5 inch. 14 users found this review helpful helpful?,"31 Mar 2016,"
Micromax Bolt S301,5 stars,Five Stars,nice mobile..... 14 users found this review helpful helpful?,"22 Mar 2016,"
Karbonn Titanium Dazzle 3 S204,1 stars,Feed back,Phone gets really hot on call. You can iron your shirt using the phone Pros For the price it has good features. But one draw back is it gets heated up soon. Cons Phone gets really hot during call. 1 users found this review helpful helpful?,"31 Jul 2015,"
Karbonn Titanium Dazzle 3 S204,1 stars,worst service center,customer care service is not good in noida .Karbonn Titanium Dazzle 3 S204 display is not available not only service center even in head office last from one month. Pros Bad customer care service Display not available Cons 0 users found this review helpful helpful?,"13 Feb 2016,"
Karbonn Titanium Dazzle 3 S204,1 stars,HANGING PHONE,DO NOT BUY THIS PHONE. ITS VERY HANNING AND LOW BATTERY PERFORMANCE PLEASE DONOT BUY THIS WASTE PRODUCT I WILL GIVE ONLY -5 RATING FOR THIS PRODUCT 1 users found this review helpful helpful?,"24 Nov 2015,"
Karbonn Titanium Dazzle 3 S204,No rating,basic performance.,this is a basic android smart phone with some special features. 0 users found this review helpful helpful?,"29 Feb 2016,"
Karbonn Titanium Dazzle 3 S204,1 stars,customer care not good,customer care (Shubham Telecom Noida) service is not good in noida .Karbonn Titanium Dazzle 3 S204 display is not available not only service center even in head office last from one month. 0 users found this review helpful helpful?,"13 Feb 2016,"
Zen Ultrafone Sonic 1,4 stars,VALUE FOR MONEY,"Really very good on Rs.6000 .No hanging in :Gaming, APPS opening, Web Browsing-working smooth, No Heating issues(charging,gaming,browsing) , battery average ( for medium usage 1 day) medium quality Cameras.Bad thing non availability of Flip Cover...wonder is from initially internal memory shows 11.2 Gb and RAM 1.5 Gb after three months of usage internal memory shows 8 Gb and RAM 1.1 Gb really awesome in this price segment. 0 users found this review helpful helpful?","12 Dec 2015,"
